Sebep Kod,Sebep Açıklama,Zorunlu Alan,Sebep Nevi
1920,"AÇIKTAN ATANMA (2547 S.K.)(657 36/A -6-B, 84.MD. ASK. 5434/EK 18.MD. SİG HİZ.DEĞ.)",Başlama Tarihi,1
1921,AÇIKTAN ATANMA (TEKRAR) (2547 S.K.)(657/84.MD. ASK. 5434/EK 18.MD. SİG. HİZ.DEĞ.),Başlama Tarihi,1
1922,"AÇIKTAN ATANMA (TEKRAR)(657 36/A 6-B, 84.MD. ASK. 5434/EK 18.MD. SİG. HİZ. DEĞ.)",Başlama Tarihi,1
1923,AÇIKTAN ATANMA (2547 S.K. ) 2914 S.K. 6. MD. DOKTORA DEĞ.,Başlama Tarihi,1
1924,AÇIKTAN ATANMA (2547 S.K.) 2914 S.K. 6. MD. Y. LİSANS DEĞ.,Başlama Tarihi,1
1925,AÇIKTAN ATANMA (TEKRAR) (2547 S.K. GÖRE) VE 2914 S.K. 6. MD. DOKTORA DEĞ.,Başlama Tarihi,1
1926,AÇIKTAN ATANMA (TEKRAR) (2547 S.K. GÖRE) VE 2914 S.K. 6. MD. Y.LİSANS DEĞ.,Başlama Tarihi,1
1927,AÇIKTAN ATANMA (2547 S.K.)657/84.MD.ASK.HİZ. 5434/EK 18.MD. SİG.HİZ.2914/6. MD. DOKT. DEĞ.,Başlama Tarihi,1
1928,"AÇIKTAN ATANMA (2547 S.K.)657 36/A 6-B, 84.MD. ASK. 5434/EK 18.MD. SİG. HİZ. 2914/6.MD. DOKT. DEĞ.",Başlama Tarihi,1
1929,AÇIKTAN ATANMA (2547 S.K.)657/84. MD. ASK. 5434/EK 18.MD. SİG. HİZ. 2914/6. MD. Y. LİS. DEĞ.,Başlama Tarihi,1
1930,"AÇIKTAN ATANMA (2547 S.K.)657 36/A 6-B, 84.MD. ASK. 5434/EK 18.MD. SİG. HİZ. 2914/6.MD. Y.LİS. DEĞ.",Başlama Tarihi,1
1931,AÇIKTAN ATANMA (2547 S.K.)(657/93. MD. EMEK. DÖNÜŞÜ BAŞL. 5434/EK 18.MD. SİG. HİZ.DEĞ.),Başlama Tarihi,1
1932,AÇIKTAN ATANMA (2547 S.K.)(657 S.K. 93. MD. UYARINCA EMEKLİLİK DÖNÜŞÜ),Başlama Tarihi,1
1933,"657 S.K. GEÇ. 41. MD. UYA. KAD. ATANDI. SÖZ. SÜRE, ASK. 657 S.K. 36/A-4 HİZ. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1934,İLİŞİĞİ KESİLDİ (ÖYP USUL VE ESASLARIN 6. MD. 4. BENDİ GEREĞİ),Bitiş Tarihi,2
1935,AÇIKTAN ATANMA (2547 S.K.) (5434 S.K. EK 18. MD. UYR. HİZ.DEĞ.),Başlama Tarihi,1
1936,AÇIKTAN ATANMA (TEKRAR) (2547 S.K.)(5434 S.K. EK 18. MD. UYARINCA HİZ.DEĞ.),Başlama Tarihi,1
1937,AÇIKTAN ATANMA (2547 S.K.) (2914 S.K. 6. MD. Y. LİSANS VE DOKT.- 5434 S.K. EK 18. MD. UYR. HİZ.DEĞ.),Başlama Tarihi,1
1938,AÇIKTAN ATANMA (2547 S.K.) (2914 S.K. 6. MD. Y. LİSANS VE 5434 S.K. EK 18. MD. UYR. HİZ.DEĞ),Başlama Tarihi,1
1939,AÇIKTAN ATANMA (2547 S.K.)(2914 S.K. 6. MD.DOKT. VE  5434 S.K. EK 18. MD. UYR. HİZ.DEĞ.),Başlama Tarihi,1
1940,"657 S.K. GEÇ. 41.MD. UYA. KAD. ATANDI.SÖZ, ASK. 657-36/A-6-b, C-1, 5434/EK 18. İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1941,"657 S.K. GEÇ. 41.MD. UYA. KAD. ATANDI. SÖZ, ASK. 657-36/A-6-b VE C-1 İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1942,"ASALET TASTİKİ VE ADAYLIK, ASKERLİK, 657 S.K. 36/C 1 VE 6 HİZ. İNT. DEĞ.",Başlama Tarihi,5
1943,ASALET TASTİKİ VE ADAYLIK İLE 657 S.K. 36/C 1 HİZ. İNT. DEĞ.,Başlama Tarihi,5
1944,ASALET TASTİKİ VE ADAYLIK İLE 657 S.K. 36/C 1 VE 6 HİZ. İNT. DEĞ.,Başlama Tarihi,5
1945,"ASALET TASTİKİ VE ADAYLIK, ASKERLİK, 657 S.K. 36/C 1 HİZ. İNT. DEĞ.",Başlama Tarihi,5
1946,AÇIKTAN ATANMA (2547 S.K.) (2914 S.K. 6. MD. Y. LİSANS VE DOKTORA DEĞ.),Başlama Tarihi,1
1947,AÇIKTAN ATANMA (6495 S.K. 43. MD. GEREĞİ DİSİPLİN CEZALARININ AFFI NEDENİYLE YENİDEN),Başlama Tarihi,1
1948,AÇIKTAN ATANMA (2547/33. MD. GEREĞİ ÖYP KAPSAMINDA)  (2914 S.K. 6. MD. Y. LİSANS DEĞ),Başlama Tarihi,1
1949,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI)(5216 S.K. GER. DEVİR GİDEN PER. AYRILMASI),Bitiş Tarihi,6
1950,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI)(5216 S.K. GER. BEL. DEVİR GELEN PER. GÖREVE BAŞLAMA),Başlama Tarihi,5
1951,5902 S.K. 18/5 MD. GEREĞİ ATANMA,Başlama Tarihi,5
1952,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) UNVAN DEĞİŞİKLİĞİ,Bitiş Tarihi,6
1953,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) UNVAN DEĞİŞİKLİĞİ,Bitiş Tarihi,6
1954,"NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) SINIF, KADRO VE UNVAN DEĞİŞİKLİĞİ",Bitiş Tarihi,6
1955,"NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) SINIF, KADRO VE UNVAN DEĞİŞİKLİĞİ",Bitiş Tarihi,6
1956,"NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) SINIF, KADRO VE UNVAN DEĞİŞİKLİĞİ",Başlama Tarihi,5
1957,"NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) SINIF, KADRO VE UNVAN DEĞİŞİKLİĞİ",Başlama Tarihi,5
1958,AÇIKTAN ATANMA (TEKRAR) (2547/50.d MD. GEREĞİ TUS ÖĞRENCİSİ)  ,Başlama Tarihi,1
1959,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (4046 S.K. GEREĞİ),Başlama Tarihi,5
1960,YÜKSEKÖĞRETİM KURULU BAŞKANLIĞINCA UYARMA CEZASI İPTAL EDİLDİ,Başlama Tarihi,5
1961,YÜKSEKÖĞRETİM KURULU BAŞKANLIĞINCA KINAMA CEZASI İPTAL EDİLDİ,Başlama Tarihi,5
1962,YÜKSEKÖĞRETİM KURULU BAŞKANLIĞINCA AYLIKTAN KESME CEZASI İPTAL EDİLDİ,Başlama Tarihi,5
1963,6360 S.K. GEREĞİ İLÇE KURULMASI NEDENİYLE GÖREVDEN AYRILMA (KAMU İDARESİ İÇİ),Bitiş Tarihi,6
1964,6360 S.K. GEREĞİ İLÇE KURULMASI NEDENİYLE GÖREVE BAŞLAMA (KAMU İDARESİ İÇİ),Başlama Tarihi,5
1965,6360 S.K. GEREĞİ YERLEŞİM YERİNİN SINIRLARININ VE STATÜSÜNÜN DEĞİŞMESİ (AYRILIŞ),Bitiş Tarihi,6
1966,6360 S.K. GEREĞİ YERLEŞİM YERİNİN SINIRLARININ VE STATÜSÜNÜN DEĞİŞMESİ (BAŞLAMA),Başlama Tarihi,5
1967,SEHVEN VERİLEN 657 S.K. 37. MD. GEREĞİ DERECE YÜKSELTİLMESİNİN İPTALİ,Başlama Tarihi,5
1968,SEHVEN VERİLEN 657 S.K. 64. MD. (90 PUAN) İLE 37. MD. GEREĞİ DERECE YÜKSELTİLMESİNİN İPTALİ,Başlama Tarihi,5
1969,PTT A.Ş. İDARİ HİZMET SÖZ. PERSONEL STATÜSÜNE GEÇTİĞİNDEN. 5510 SK. 4/1-a SİGORTALILIĞINA GEÇEN,Bitiş Tarihi,2
1970,PTT A.Ş. İDARİ HİZMET SÖZ. PERSONEL STATÜSÜNE GEÇMEKLE 5510 S.K.4/1-c SİGORTALILIĞI DEVAM EDEN,Başlama Tarihi,5
1971,İLİŞİĞİ KESİLDİ (ÖYP) (YÖK KARARIYLA),Bitiş Tarihi,2
1972,657 S.K. GEÇ. 41. MD. UYA. SÖZ. İKEN KAD. ATANDI. AYLIKSIZ İZİN ASK. NED.GÖREVE BAŞLAMADI(6495 S.K.),Başlama Tarihi,5
1973,657 S.K. GEÇ. 41. MD. UYA. SÖZ. İKEN KAD. ATANDI. AYLIKSIZ İZİN NED.GÖREVE BAŞLAMADI (6495 S.K.),Başlama Tarihi,5
1974,ÖN SÖZLEŞME FESHİ (ASKERÎ EĞİTİMDE BAŞARISIZ OLMA)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1975,ÖN SÖZLEŞME FESHİ (ASKERÎ EĞİTİMDE DİSİPLİNSİZ OLMA)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1976,ÖN SÖZLEŞME FESHİ (SAĞLIK-TSK'DA GÖREV YAPAMAZ)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1977,ÖN SÖZLEŞME FESHİ (SAĞLIK-SINIFI GÖREVİNİ YAPAMAZ)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1978,ÖN SÖZLEŞME FESHİ (SÖZLEŞMELİ ER ADAYI OLMA ŞARTINI KAYBETMEK)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1979,ÖN SÖZLEŞME FESHİ (KENDİ İSTEĞİYLE AYRILMA)(6191 S.K.),Bitiş Tarihi,2
1980,SÖZLEŞME FESHİ (DİSİPLİNSİZLİK VE AHLÂKİ DURUM)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1981,SÖZLEŞME FESHİ (YETERSİZLİK VE GÖREVDE BAŞARISIZ OLMA)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1982,SÖZLEŞME FESHİ (DİSİPLİNSİZLİK-DİSİPLİN CEZA SAYISI)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1983,"SÖZLEŞME FESHİ (YASA DIŞI SİYASİ,YIKICI VE BÖLÜCÜ FAALİYETLERDE BULUNMAK)(6191 S.K. 6.MD.)",Bitiş Tarihi,2
1984,SÖZLEŞME FESHİ (SÖZLEŞMELİ ER OLMA ŞARTINI KAYBETMEK)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1985,SÖZLEŞME FESHİ (TÜRK VATANDAŞLIĞINI KAYBETMEK)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1986,SÖZLEŞME FESHİ (SAĞLIK-TSK'DA GÖREV YAPAMAZ)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1987,SÖZLEŞME FESHİ (SAĞLIK-SINIFI GÖREVİNİ YAPAMAZ)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1988,SÖZLEŞME FESHİ (90 GÜNDEN FAZLA TUTUKLU KALMAK)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1989,SÖZLEŞME FESHİ (SAĞLIK-3 AYDAN FAZLA HAVA DEĞİŞİMİ)(6191 S.K. 6.MD.),Bitiş Tarihi,2
1990,SÖZLEŞME FESHİ (SÖZLEŞME YENİLEMEME-KENDİ İSTEĞİYLE)(6191 S.K. 5.MD.),Bitiş Tarihi,2
1991,SÖZLEŞME FESHİ (SÖZLEŞME YENİLEMEME-İDARE KARARIYLA)(6191 S.K.),Bitiş Tarihi,2
1992,TERFİ (SÖZLEŞMELİ ONBAŞI)(6191 S.K. 5. MD.),Başlama Tarihi,5
1993,TERFİ (SÖZLEŞMELİ ÇAVUŞ)(6191 S.K. 5. MD.),Başlama Tarihi,5
1994,"657 S.K. GEÇ. 41.MD. UYA. KAD.ATANDI. SÖZ SÜRE, 657 S.K. 36/A-1, A-9 HİZ. İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1995,YÜKSEKÖĞRETİM KURULU BAŞKANI SEÇİLME(2547 S.K.6/C-D MD.) AYLIKSIZ İZİNLİ İKEN KURUMDAN AYRILIŞ,Bitiş Tarihi,6
1996,YÜKSEKÖĞRETİM KURULU BAŞKANI SEÇİLME (2547 S.K. 6/C-D  MD.) GÖREVE BAŞLAMA,Başlama Tarihi,5
1997,YÜKSEKÖĞRETİM KURULU BAŞKANLIK GÖREV SÜRENİN SONA ERMESİ (2547 S.K. 6/B),Bitiş Tarihi,6
1998,YÜKSEKÖĞRETİM KURULU BŞK. GÖR. SONA ERMESİ NED. KURUMUNDA GÖREVE BAŞLAMA(2547 S.K. 6 MD.),Başlama Tarihi,5
1999,YÜKSEKÖĞRETİM KURULU BAŞKANI SEÇİLME (2547 S.K.6 MD. TEKRAR),Başlama Tarihi,5
2000,YÖK YÜRÜTME KURULU BŞK VEKİLİ SEÇİL.(2547 S.K.) AYL.SIZ İZİNLİ İKEN KURUMDAN AYRILIŞ,Bitiş Tarihi,6
2001,YÖK YÜRÜTME KURULU BAŞKAN VEKİLİ SEÇİLME(2547 S.K.6/C-D MD.) GÖREVE BAŞLAMA,Başlama Tarihi,5
2002,YÖK YÜRÜTME KURULU BAŞKAN VEKİLİ GÖREV SÜRENİN SONA ERMESİ (2547 S.K.) AYRILIŞ,Bitiş Tarihi,6
2003,YÖK YÜRÜTME KUR. BŞK. VEK. SÜRENİN SONA ERMESİ NED. KURUMUNDA BAŞLAMA (2547 S.K.),Başlama Tarihi,5
2004,YÖK YÜRÜTME KURULU ÜYESİ SEÇİLME (2547 S.K. 6/C-D MD.)  AYLIKSIZ İZİNLİ İKEN AYRILIŞ,Bitiş Tarihi,6
2005,YÖK YÜRÜTME KURULU ÜYESİ SEÇİLME (2547 S.K. 6/C-D MD.)  GÖREVE BAŞLAMA,Başlama Tarihi,5
2006,YÖK YÜRÜTME KURULU ÜYELİĞİNİN SONA ERMESİ (2547 S.K.) GÖREVDEN AYRILIŞ,Bitiş Tarihi,6
2007,YÖK YÜRÜTME KURULU ÜYE. SONA ERMESİ NED. KURUMUNDA BAŞLAMA (2547 S.K 6/C MD.),Başlama Tarihi,5
2008,YÖK DENETLEME KURULU BAŞKANI SEÇİLME (2547 S.K.8/B MD.) KURUMDAN AYRILIŞ,Bitiş Tarihi,6
2009,YÖK DENETLEME KURULU BAŞKANI SEÇİLME (2547 S.K. 8/B MD.) GÖREVE BAŞLAMA,Başlama Tarihi,5
2010,YÖK DENETLEME KURULU BAŞKANI SEÇİLME (2547 S.K. 8/B MD. GEREĞİ TEKRAR ),Başlama Tarihi,5
2011,YÖK DENETLEME KURULU BŞK GÖREV SÜRE. SONA ERMESİ (2547 S.K. 8/B MD.) GÖREVDEN AYRILIŞ,Bitiş Tarihi,6
2012,YÖK DENETLEME KURULU BŞK. GÖREV SÜRE. SONA ERMESİ (2547 S.K. 8/B MD.) KURUMUNDA BAŞLAMA,Başlama Tarihi,5
2013,YÖK DENETLEME KURULU ÜYESİ SEÇİLME (2547 S.K. 8/B MD.) KURUMDAN AYRILIŞ,Bitiş Tarihi,6
2014,YÖK DENETLEME KURULU ÜYESİ SEÇİLME (2547 S.K. 8/B MD.) GÖREVE BAŞLAMA,Başlama Tarihi,5
2015,YÖK DENETLEME KURULU ÜYESİ SEÇİLME (2547 S.K. 8/B MD.  GEREĞİ TEKRAR),Başlama Tarihi,5
2016,YÖK DENETLEME KURULU ÜYELİK GÖREV SÜRE.SONA ERMESİ (2547 S.K. 8/B MD.) GÖREVDEN AYRILIŞ,Bitiş Tarihi,6
2017,YÖK DENET. KURULU ÜYELİK GÖREV SÜRE.SONA ERMESİ (2547 S.K. 8/B MD.) KURUMUNDA BAŞLAMA,Başlama Tarihi,5
2018,YÖK DENETLEME KURULU ÜYESİ SEÇİLME (2547 S.K. 8/B MD.) AYLIKSIZ İZİNLİ GÖREVLİ AYRILIŞ,Bitiş Tarihi,6
2019,YÖK DENETLEME KURULU ÜYESİ SEÇİLME (2547 S.K. 8/B MD.) AYL. İZİNLİ GÖREVE BAŞLAMA,Başlama Tarihi,5
2020,YÖK DENETLEME KURULU ÜYE. SONA ERMESİ  (2547 S.K. 8/B MD.) AYL.İZİNLİ GÖREVDEN AYRILIŞ,Bitiş Tarihi,6
2021,YÖK DENET. KUR. ÜYE. SONA ERMESİ NED.(2547 S.K. 8/B MD. ) AYL İZİN BİTİMİ KURUMUNDA BAŞLAMA,Başlama Tarihi,5
2022,657 S.K. 36. MD. A BEND. 9. VE C BEND. 1. FIK. HİZ. DEĞ.,Başlama Tarihi,5
2023,2547 S.K. 33. MD. UYARINCA AYLIKLI İZİNE AYRILDI,Bitiş Tarihi,6
2024,2547 S.K. 33. MD. UYARINCA AYLIKLI İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,5
2025,HİZMET SINIFI DEĞİŞİKLİĞİ (6518 S.K 112. MD. GEREĞİ),Başlama Tarihi,5
2026,2547 S.K UYARINCA AKADEMİK KADRO AKTARILMASI (KAMU İDARESİ İÇİ),Bitiş Tarihi,6
2027, 2547 S.K UYARINCA AKADEMİK KADRO AKTARILMASI (KAMU İDARESİ İÇİ),Başlama Tarihi,5
2028,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI)(6524 S.K. GEREĞİ),Bitiş Tarihi,6
2029,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI)(6524 S.K. GEREĞİ),Başlama Tarihi,5
2030,HV.K.K. KARARI (DİSİPLİNSİZ. 926 S.K. 50/C FIK.),Bitiş Tarihi,2
2031,5902 S.K. GEÇ. 7 MD.(6525 SK.) GEREĞİ DEVİR NEDENİYLE GÖREVDEN AYRILMA,Bitiş Tarihi,6
2032,5902 S.K. GEÇ. 7 MD.(6525 SK.) GEREĞİ  DEVİR NEDENİYLE GÖREVE BAŞLAMA.,Başlama Tarihi,5
2033,5902 S.K. GEÇ. 7 MD.(6525 SK.) GEREĞİ ARAŞT. KAD. ATANMA NED. GÖREVDEN AYRILMA,Bitiş Tarihi,6
2034,5902 S.K. GEÇ. 7 MD.(6525 SK.) GEREĞİ ARAŞT. KAD. ATANMA NED. GÖREVE BAŞLAMA.,Başlama Tarihi,5
2035,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) 2547 S.K. 52/C MD. GÖRE AKADE. İDARİ KD GEÇİŞ,Bitiş Tarihi,6
2036,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) 2547 S.K. 52/C MD. GÖRE AKADE. İDARİ KD GEÇİŞ,Başlama Tarihi,5
2037,ASKERLİK HİZ. İNT. DEĞ. (3269 S.K. 6519 S.K. İLE EKL. GEÇ. 2.MD. GR.) ,Başlama Tarihi,5
2038,ASKERLİK HİZ. İNT. DEĞ. (3269 S.K . 9 MD. 6519 S.K. 51. MD. İLE EKL. FIKRA  GR.),Başlama Tarihi,5
2039,SÖZLEŞME FESHİ (DİSİPLİNSİZLİK) (3269 S.K. 12.MD. UZM.ERB.YNT:13.MD.),Bitiş Tarihi,2
2040,SÖZLEŞME FESHİ (YETERSİZLİK) (3269 S.K. 12.MD.UZM.ERB.YNT:13.MD.),Bitiş Tarihi,2
2041,SÖZLEŞME FESHİ (ŞAHIS - İLK 5 AYLIK DÖNEMDE KENDİ İSTEĞİ ) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2042,SÖZLEŞME FESHİ (YABANCI UYRUKLU İLE EVLİLİK) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2043,SÖZLEŞME FESHİ (VATANDAŞLIK HAKKINI KAYBETME/ÇIKARTILMA) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2044,SÖZLEŞME FESHİ (DİSİPLİN -AHLÂKÎ NEDENLER) (3269 S.K. 16.MD.),Bitiş Tarihi,2
2045,SÖZLEŞME FESHİ (1 YILDA MAHK. 30 GÜNDEN FAZLA CEZA) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2046,SÖZLEŞME FESHİ (TAKSİRLİ SUÇ- MAHK. 6 AYDAN FAZLA CEZA) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2047,SÖZLEŞME FESHİ (DİSİPLİNSİZLİK-DİSİPLİN CEZA SAYISI) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2048,SÖZLEŞME FESHİ (SAĞLIK-SINIFI GÖREVİNİ YAPAMAZ) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2049,SÖZLEŞME FESHİ (SAĞLIK-TSKDA GÖREV YAPAMAZ) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2050,SÖZLEŞME FESHİ (UZM.ERB.OLMA ŞARTINI KAYBETME) (UZM.ERB.YNT.15.MD.),Bitiş Tarihi,2
2051,SÖZLEŞME FESHİ (7 GÜN MAZERETSİZ GÖREVE GELMEME ) (UZM.ERB.YNT.13.MD.),Bitiş Tarihi,2
2052,SÖZLEŞME FESHİ (KURS VE EĞİTİMDE BAŞARISIZ OLMA) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2053,SÖZLEŞME FESHİ (İLK 5 AYLIK DÖNEMDE İNTİBAK EDEMEME) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2054,SÖZLEŞME FESHİ (SİCİLE BAĞLI KADEME İLERLEMESİ YAPILAMAMASI) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2055,SÖZLEŞME FESHİ (3 AY VE ÜSTÜ KURS VEYA EĞİTİMDE BAŞARISIZLIK) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2056,SÖZLEŞME FESHİ (GÖREVDE BAŞARISIZ OLMA) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2057,SÖZLEŞME FESHİ (KENDİLERİNDEN İSTİFADE EDİLEMEME) (3269 S.K. 12.MD.),Bitiş Tarihi,2
2058,UZMAN ERBAŞLIKTAN ASTSB.LIĞA NASIP (3269 S.K. 15 MD.),Başlama Tarihi,5
2059,EK GÖSTERGE VERİLMEKLE (3269 S.K. 16. MD. NE 6519 S.K. 52. MD. İLE EKLENEN),Başlama Tarihi,5
2060,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ)(6528 S.K. 25. MD.),Bitiş Tarihi,6
2061,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ)(6528 S.K. 25. MD.),Başlama Tarihi,5
2062,1416 S.K. 21. MD. (6528 S.K. DEĞ.) YURTDIŞINDA LİSANSÜSTÜ EĞİTİMDE GEÇEN SÜRE İNT. DEĞ.,Başlama Tarihi,5
2063,AÇIKTAN ATANMA  VE 1416 S.K. 21. MD. YURTDIŞINDA LİSANSÜSTÜ EĞİTİMDE GEÇEN SÜRE İNT. DEĞ.,Başlama Tarihi,1
2064,KADEME İLERLEMESİ (UZM. ERB. ASTSB.LIĞA GEÇİP. 1 KADEME İLAVE),Başlama Tarihi,5
2065,KADEME İLERLEMESİ (926 S.K. EK-33. VE GEÇ. 37. MD),Başlama Tarihi,5
2066,UNVAN DEĞİŞİKLİĞİ (6528 S.K. GEREĞİ),Başlama Tarihi,5
2067,MİLLETVEKİLİ İKEN BELEDİYE BAŞKANI SEÇİLME NED. AYRILIŞ (2972 S.K. 17. MD GEREĞİ),Bitiş Tarihi,6
2068,MİLLETVEKİLİ İKEN BELEDİYE BAŞKANI SEÇİLEREK GÖREVE BAŞLAMA,Başlama Tarihi,5
2069,"NAKLEN KURA ATAMASI İLE  GİDEN (KAMU İDARESİ DIŞI) HAKİM, C.SAVCISI",Bitiş Tarihi,6
2070,"NAKLEN KURA ATAMASI İLE  GELEN (KAMU İDARESİ DIŞI) HAKİM, C.SAVCISI",Başlama Tarihi,5
2071,BELEDİYENİN TÜZEL KİŞİLİĞİNİN KALDIRILMASI NEDENİYLE AYRILIŞ (5393 S.K. 11. MD.),Bitiş Tarihi,6
2072,BELEDİYENİN TÜZEL KİŞİLİĞİNİN KALD. NED. DEVREDİLEN BEL. GÖREVE BAŞLAMA,Başlama Tarihi,5
2073,TERFİ (GÖREV AYLIĞI KADEME İLER.) VE 657 S.K. GEÇİCİ 36. MD. B FIK. (6111 S. K. 116. MD.) GR.,Başlama Tarihi,5
2074,657 S.K. GEÇİCİ 36. MD. C FIK. İLE 657 S.K. GEÇİCİ 36. MD. B FIK.  GER. DERECE İLERLEMESİ,Başlama Tarihi,5
2075,657 S.K. 36. MD. A BEND. 12-D (ÖĞRENİM DEĞ.) VE C BEND. 1. FIK. İNTİBAKI,Başlama Tarihi,5
2076,NAKLEN TAYİN GİDEN (KAMU İDARESİ  DIŞI)( 6360 S.K. ESKİ KURUMUNA İADE EDİLEN PER.),Bitiş Tarihi,6
2077,NAKLEN TAYİN GELEN (KAMU İDARESİ  DIŞI)( 6360 S.K. ESKİ KURUMUNA İADE EDİLEN PER.),Başlama Tarihi,5
2078,MALUL (5510 S.K. VAZİFE 4'ÜNCÜ DERECE SINIFI GÖREVİ YAPAMAZ)(5510 S.K. 47.MD.),Bitiş Tarihi,2
2079,MALUL (5510 S.K. VAZİFE 5'İNCİ DERECE SINIFI GÖREVİ YAPAMAZ)(5510 S.K. 47.MD.),Bitiş Tarihi,2
2080,MALUL (5510 S.K. VAZİFE 6'NCI DERECE SINIFI GÖREVİ YAPAMAZ)(5510 S.K. 47.MD.,Bitiş Tarihi,2
2081,"NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) VE TERFİ (E.K.E.A., K.H.A. VE GÖREV AYLIĞINDA)",Başlama Tarihi,5
2082,57 S.K. 36. MD. A BEND. 12-D FIK. (ÖĞRENİM DEĞİŞ.) VE 36/C-2 HİZ. DEĞ,Başlama Tarihi,5
2083,399 S.K.H.K. GEÇ.1 MD. UYR. EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ (AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAYAN),Başlama Tarihi,1
2084,399 S.K.H.K. GEÇ.1 MD. UYARINCA İLGİLENDİRİLDİ. (AYLIKSIZ İZİN DÖN. GÖREVE BAŞL.- TERFİAN ATANMA),Başlama Tarihi,1
2085,657S.K.6111 DEĞ.64. MD. UYR.8 YILDAN 1 KADEME İLERLEMESİ İLE 37.MD. GEREĞİ DERECE YÜKSELTİLMESİ,Başlama Tarihi,5
2086,İŞÇİ SAYILMAYAN SÖZLEŞMELİ PERSONEL STATÜSÜNE GEÇİŞ (TRT),Başlama Tarihi,5
2087,4968 S.K. VE İNSAN KAYN. YÖN. 11. MD GR AYLIKSIZ İZİNE AYRILDI (AVR.BİRLİĞİ BAK. GÖR.),Bitiş Tarihi,6
2088,4968 S.K. VE İNSAN KAYN. YÖN. 11. MD GR AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,5
2089,663 S.K.H.K. 32. MD. GEREĞİ AYLIKSIZ İZİNE AYRILDI (TKHK),Bitiş Tarihi,6
2090,663 S.K.H.K. 32. MD. GEREĞİ AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA (TKHK),Başlama Tarihi,5
2091,AÇIKTAN ATANMA (5434 S.K. EK 82.MD. UYA. HİZ.DEĞ.),Başlama Tarihi,1
2092,HARP OKULU ÖĞRENCİSİ (OKULU TAMAMLAMADAN AYRILAN/GÖREVE NASP EDİLMEYEN),Başlama Tarihi,5
2093,ASTSUBAY MESLEK YÜKSEKOKULU ÖĞRENCİSİ (OKULU TAMAMLAMADAN AYRILAN/GÖREVE NASP EDİLMEYEN),Başlama Tarihi,5
2094,ASTSUBAY SINIF OKULU ÖĞRENCİSİ BAŞLAMA (OKULU TAMAMLAMADAN AYRILAN/GÖREVE NASP EDİLMEYEN),Başlama Tarihi,5
